county,state
Minnehaha,South Dakota
Pennington,South Dakota
Todd,South Dakota
Union,South Dakota
Anderson,Tennessee
Bedford,Tennessee
Benton,Tennessee
Blount,Tennessee
Bradley,Tennessee
Campbell,Tennessee
Cannon,Tennessee
Carroll,Tennessee
Cheatham,Tennessee
Chester,Tennessee
Claiborne,Tennessee
Cocke,Tennessee
Cumberland,Tennessee
Davidson,Tennessee
DeKalb,Tennessee
Dickson,Tennessee
Dyer,Tennessee
Fayette,Tennessee
Franklin,Tennessee
Gibson,Tennessee
Greene,Tennessee
Grundy,Tennessee
Hamblen,Tennessee
Hamilton,Tennessee
Hardin,Tennessee
Hawkins,Tennessee
Houston,Tennessee
Jefferson,Tennessee
Knox,Tennessee
Lewis,Tennessee
Lincoln,Tennessee
Loudon,Tennessee
Macon,Tennessee
Madison,Tennessee
Marion,Tennessee
Maury,Tennessee
McMinn,Tennessee
Meigs,Tennessee
Monroe,Tennessee
Montgomery,Tennessee
Overton,Tennessee
Perry,Tennessee
Putnam,Tennessee
Roane,Tennessee
Robertson,Tennessee
Rutherford,Tennessee
Scott,Tennessee
Sevier,Tennessee
Shelby,Tennessee
Smith,Tennessee
Sullivan,Tennessee
Sumner,Tennessee
Tipton,Tennessee
Unicoi,Tennessee
Unknown,Tennessee
Washington,Tennessee
White,Tennessee
Williamson,Tennessee
Wilson,Tennessee
Angelina,Texas
Atascosa,Texas
Austin,Texas
Bastrop,Texas
Bell,Texas
Bexar,Texas
Blanco,Texas
Bowie,Texas
Brazoria,Texas
Brazos,Texas
Brown,Texas
Burnet,Texas
Calhoun,Texas
Cameron,Texas
Cass,Texas
Castro,Texas
Chambers,Texas
Cherokee,Texas
Collin,Texas
Comal,Texas
Cooke,Texas
Coryell,Texas
Crane,Texas
Dallas,Texas
DeWitt,Texas
Deaf Smith,Texas
Denton,Texas
Eastland,Texas
El Paso,Texas
Ellis,Texas
Erath,Texas
Falls,Texas
Fannin,Texas
Fayette,Texas
Fort Bend,Texas
Gaines,Texas
Galveston,Texas
Grayson,Texas
Gregg,Texas
Grimes,Texas
Guadalupe,Texas
Hale,Texas
Hardin,Texas
Harris,Texas
Harrison,Texas
Hays,Texas
Hidalgo,Texas
Hockley,Texas
Hood,Texas
Hopkins,Texas
Hunt,Texas
Jackson,Texas
Jefferson,Texas
Johnson,Texas
Karnes,Texas
Kaufman,Texas
Kendall,Texas
Lamar,Texas
Lavaca,Texas
Liberty,Texas
Limestone,Texas
Llano,Texas
Lubbock,Texas
Martin,Texas
Matagorda,Texas
Maverick,Texas
McLennan,Texas
Medina,Texas
Midland,Texas
Milam,Texas
Montague,Texas
Montgomery,Texas
Morris,Texas
Nacogdoches,Texas
Navarro,Texas
Nueces,Texas
Oldham,Texas
Orange,Texas
Parker,Texas
Potter,Texas
Randall,Texas
Robertson,Texas
Rockwall,Texas
Rusk,Texas
San Patricio,Texas
Shelby,Texas
Smith,Texas
Starr,Texas
Tarrant,Texas
Taylor,Texas
Terry,Texas
Tom Green,Texas
Travis,Texas
Upshur,Texas
Uvalde,Texas
Val Verde,Texas
Van Zandt,Texas
Victoria,Texas
Walker,Texas
Webb,Texas
Wharton,Texas
Wichita,Texas
Willacy,Texas
Williamson,Texas
Wilson,Texas
Yoakum,Texas
Young,Texas
Box Elder,Utah
Cache,Utah
Davis,Utah
Iron,Utah
Morgan,Utah
Salt Lake,Utah
Summit,Utah
Tooele,Utah
Uintah,Utah
Unknown,Utah
Utah,Utah
Wasatch,Utah
Washington,Utah
Weber,Utah
Addison,Vermont
Bennington,Vermont
Caledonia,Vermont
Chittenden,Vermont
Franklin,Vermont
Lamoille,Vermont
Orange,Vermont
Orleans,Vermont
Rutland,Vermont
Unknown,Vermont
Washington,Vermont
Windham,Vermont
Windsor,Vermont
Unknown,Virgin Islands
Accomack,Virginia
Albemarle,Virginia
Alexandria city,Virginia
Amelia,Virginia
Amherst,Virginia
Arlington,Virginia
Bedford,Virginia
Botetourt,Virginia
Bristol city,Virginia
Charles City,Virginia
Charlottesville city,Virginia
Chesapeake city,Virginia
Chesterfield,Virginia
Culpeper,Virginia
Danville city,Virginia
Fairfax,Virginia
Fairfax city,Virginia
Fauquier,Virginia
Fluvanna,Virginia
Franklin,Virginia
Frederick,Virginia
Fredericksburg city,Virginia
Galax city,Virginia
Gloucester,Virginia
Goochland,Virginia
Greene,Virginia
Halifax,Virginia
Hampton city,Virginia
Hanover,Virginia
Harrisonburg city,Virginia
Henrico,Virginia
Isle of Wight,Virginia
James City,Virginia
King George,Virginia
Lee,Virginia
Loudoun,Virginia
Louisa,Virginia
Lynchburg city,Virginia
Madison,Virginia
Manassas city,Virginia
Mathews,Virginia
Mecklenburg,Virginia
Nelson,Virginia
Newport News city,Virginia
Norfolk city,Virginia
Northampton,Virginia
Nottoway,Virginia
Orange,Virginia
Pittsylvania,Virginia
Poquoson city,Virginia
Portsmouth city,Virginia
Prince Edward,Virginia
Prince George,Virginia
Prince William,Virginia
Radford city,Virginia
Richmond city,Virginia
Roanoke,Virginia
Roanoke city,Virginia
Rockbridge,Virginia
Rockingham,Virginia
Shenandoah,Virginia
Southampton,Virginia
Spotsylvania,Virginia
Stafford,Virginia
Suffolk city,Virginia
Virginia Beach city,Virginia
Warren,Virginia
Washington,Virginia
Williamsburg city,Virginia
York,Virginia
Adams,Washington
Benton,Washington
Chelan,Washington
Clallam,Washington
Clark,Washington
Columbia,Washington
Cowlitz,Washington
Douglas,Washington
Ferry,Washington
Franklin,Washington
Grant,Washington
Grays Harbor,Washington
Island,Washington
Jefferson,Washington
King,Washington
Kitsap,Washington
Kittitas,Washington
Klickitat,Washington
Lewis,Washington
Lincoln,Washington
Mason,Washington
Okanogan,Washington
Pierce,Washington
San Juan,Washington
Skagit,Washington
Skamania,Washington
Snohomish,Washington
Spokane,Washington
Stevens,Washington
Thurston,Washington
Walla Walla,Washington
Whatcom,Washington
Whitman,Washington
Yakima,Washington
Berkeley,West Virginia
Greenbrier,West Virginia
Hancock,West Virginia
Harrison,West Virginia
Jackson,West Virginia
Jefferson,West Virginia
Kanawha,West Virginia
Logan,West Virginia
Marion,West Virginia
Marshall,West Virginia
Mason,West Virginia
Mercer,West Virginia
Monongalia,West Virginia
Ohio,West Virginia
Pleasants,West Virginia
Preston,West Virginia
Putnam,West Virginia
Raleigh,West Virginia
Tucker,West Virginia
Upshur,West Virginia
Wood,West Virginia
Bayfield,Wisconsin
Brown,Wisconsin
Calumet,Wisconsin
Chippewa,Wisconsin
Clark,Wisconsin
Columbia,Wisconsin
Dane,Wisconsin
Dodge,Wisconsin
Douglas,Wisconsin
Dunn,Wisconsin
Eau Claire,Wisconsin
Fond du Lac,Wisconsin
Grant,Wisconsin
Green,Wisconsin
Iowa,Wisconsin
Iron,Wisconsin
Jefferson,Wisconsin
Juneau,Wisconsin
Kenosha,Wisconsin
La Crosse,Wisconsin
Marathon,Wisconsin
Marinette,Wisconsin
Milwaukee,Wisconsin
Monroe,Wisconsin
Outagamie,Wisconsin
Ozaukee,Wisconsin
Pierce,Wisconsin
Portage,Wisconsin
Racine,Wisconsin
Richland,Wisconsin
Rock,Wisconsin
Sauk,Wisconsin
Sheboygan,Wisconsin
St. Croix,Wisconsin
Vilas,Wisconsin
Walworth,Wisconsin
Washington,Wisconsin
Waukesha,Wisconsin
Waupaca,Wisconsin
Winnebago,Wisconsin
Wood,Wisconsin
Albany,Wyoming
Campbell,Wyoming
Carbon,Wyoming
Fremont,Wyoming
Goshen,Wyoming
Hot Springs,Wyoming
Johnson,Wyoming
Laramie,Wyoming
Natrona,Wyoming
Park,Wyoming
Sheridan,Wyoming
Sweetwater,Wyoming
Teton,Wyoming
Washakie,Wyoming
Autauga,Alabama
Baldwin,Alabama
Blount,Alabama
Bullock,Alabama
Butler,Alabama
Calhoun,Alabama
Chambers,Alabama
Cherokee,Alabama
Chilton,Alabama
Choctaw,Alabama
Clay,Alabama
Cleburne,Alabama
Colbert,Alabama
Coosa,Alabama
Covington,Alabama
Crenshaw,Alabama
Cullman,Alabama
Dallas,Alabama
DeKalb,Alabama
Elmore,Alabama
Escambia,Alabama
Etowah,Alabama
Franklin,Alabama
Greene,Alabama
Houston,Alabama
Jackson,Alabama
Jefferson,Alabama
Lamar,Alabama
Lauderdale,Alabama
Lawrence,Alabama
Lee,Alabama
Limestone,Alabama
Lowndes,Alabama
Madison,Alabama
Marengo,Alabama
Marion,Alabama
Marshall,Alabama
Mobile,Alabama
Monroe,Alabama
Montgomery,Alabama
Morgan,Alabama
Pickens,Alabama
Pike,Alabama
Randolph,Alabama
Russell,Alabama
Shelby,Alabama
St. Clair,Alabama
Talladega,Alabama
Tallapoosa,Alabama
Tuscaloosa,Alabama
Walker,Alabama
Washington,Alabama
Wilcox,Alabama
Winston,Alabama
Anchorage,Alaska
Fairbanks North Star Borough,Alaska
Juneau City and Borough,Alaska
Kenai Peninsula Borough,Alaska
Ketchikan Gateway Borough,Alaska
Matanuska-Susitna Borough,Alaska
Apache,Arizona
Cochise,Arizona
Coconino,Arizona
Gila,Arizona
Graham,Arizona
La Paz,Arizona
Maricopa,Arizona
Mohave,Arizona
Navajo,Arizona
Pima,Arizona
Pinal,Arizona
Santa Cruz,Arizona
Yavapai,Arizona
Yuma,Arizona
Baxter,Arkansas
Benton,Arkansas
Boone,Arkansas
Bradley,Arkansas
Chicot,Arkansas
Clark,Arkansas
Cleburne,Arkansas
Cleveland,Arkansas
Columbia,Arkansas
Conway,Arkansas
Craighead,Arkansas
Crawford,Arkansas
Crittenden,Arkansas
Cross,Arkansas
Desha,Arkansas
Drew,Arkansas
Faulkner,Arkansas
Garland,Arkansas
Grant,Arkansas
Greene,Arkansas
Hot Spring,Arkansas
Howard,Arkansas
Independence,Arkansas
Jefferson,Arkansas
Johnson,Arkansas
Lawrence,Arkansas
Lincoln,Arkansas
Lonoke,Arkansas
Pike,Arkansas
Poinsett,Arkansas
Polk,Arkansas
Pope,Arkansas
Pulaski,Arkansas
Randolph,Arkansas
Saline,Arkansas
Searcy,Arkansas
Sebastian,Arkansas
Sevier,Arkansas
Stone,Arkansas
Union,Arkansas
Unknown,Arkansas
Van Buren,Arkansas
Washington,Arkansas
White,Arkansas
Woodruff,Arkansas
Alameda,California
Amador,California
Butte,California
Calaveras,California
Colusa,California
Contra Costa,California
El Dorado,California
Fresno,California
Glenn,California
Humboldt,California
Imperial,California
Inyo,California
Kern,California
Kings,California
Los Angeles,California
Madera,California
Marin,California
Mendocino,California
Merced,California
Mono,California
Monterey,California
Napa,California
Nevada,California
Orange,California
Placer,California
Riverside,California
Sacramento,California
San Benito,California
San Bernardino,California
San Diego,California
San Francisco,California
San Joaquin,California
San Luis Obispo,California
San Mateo,California
Santa Barbara,California
Santa Clara,California
Santa Cruz,California
Shasta,California
Siskiyou,California
Solano,California
Sonoma,California
Stanislaus,California
Sutter,California
Tulare,California
Unknown,California
Ventura,California
Yolo,California
Yuba,California
Adams,Colorado
Alamosa,Colorado
Arapahoe,Colorado
Baca,Colorado
Boulder,Colorado
Broomfield,Colorado
Chaffee,Colorado
Clear Creek,Colorado
Costilla,Colorado
Crowley,Colorado
Delta,Colorado
Denver,Colorado
Douglas,Colorado
Eagle,Colorado
El Paso,Colorado
Elbert,Colorado
Fremont,Colorado
Garfield,Colorado
Grand,Colorado
Gunnison,Colorado
Hinsdale,Colorado
Huerfano,Colorado
Jefferson,Colorado
Kit Carson,Colorado
La Plata,Colorado
Larimer,Colorado
Lincoln,Colorado
Logan,Colorado
Mesa,Colorado
Moffat,Colorado
Montrose,Colorado
Morgan,Colorado
Otero,Colorado
Park,Colorado
Pitkin,Colorado
Pueblo,Colorado
Rio Grande,Colorado
Routt,Colorado
San Miguel,Colorado
Summit,Colorado
Teller,Colorado
Unknown,Colorado
Washington,Colorado
Weld,Colorado
Yuma,Colorado
Fairfield,Connecticut
Hartford,Connecticut
Litchfield,Connecticut
Middlesex,Connecticut
New Haven,Connecticut
New London,Connecticut
Tolland,Connecticut
Windham,Connecticut
Kent,Delaware
New Castle,Delaware
Sussex,Delaware
District of Columbia,District of Columbia
Alachua,Florida
Baker,Florida
Bay,Florida
Bradford,Florida
Brevard,Florida
Broward,Florida
Charlotte,Florida
Citrus,Florida
Clay,Florida
Collier,Florida
Columbia,Florida
DeSoto,Florida
Duval,Florida
Escambia,Florida
Flagler,Florida
Gadsden,Florida
Hendry,Florida
Hernando,Florida
Highlands,Florida
Hillsborough,Florida
Indian River,Florida
Jackson,Florida
Lake,Florida
Lee,Florida
Leon,Florida
Levy,Florida
Manatee,Florida
Marion,Florida
Martin,Florida
Miami-Dade,Florida
Monroe,Florida
Nassau,Florida
Okaloosa,Florida
Orange,Florida
Osceola,Florida
Palm Beach,Florida
Pasco,Florida
Pinellas,Florida
Polk,Florida
Putnam,Florida
Santa Rosa,Florida
Sarasota,Florida
Seminole,Florida
St. Johns,Florida
St. Lucie,Florida
Sumter,Florida
Suwannee,Florida
Unknown,Florida
Volusia,Florida
Walton,Florida
Washington,Florida
Baker,Georgia
Baldwin,Georgia
Barrow,Georgia
Bartow,Georgia
Ben Hill,Georgia
Bibb,Georgia
Bryan,Georgia
Bulloch,Georgia
Burke,Georgia
Butts,Georgia
Calhoun,Georgia
Camden,Georgia
Carroll,Georgia
Catoosa,Georgia
Charlton,Georgia
Chatham,Georgia
Chattahoochee,Georgia
Chattooga,Georgia
Cherokee,Georgia
Clarke,Georgia
Clayton,Georgia
Clinch,Georgia
Cobb,Georgia
Coffee,Georgia
Colquitt,Georgia
Columbia,Georgia
Coweta,Georgia
Crisp,Georgia
Dawson,Georgia
DeKalb,Georgia
Decatur,Georgia
Dodge,Georgia
Dougherty,Georgia
Douglas,Georgia
Early,Georgia
Effingham,Georgia
Fannin,Georgia
Fayette,Georgia
Floyd,Georgia
Forsyth,Georgia
Franklin,Georgia
Fulton,Georgia
Glynn,Georgia
Gordon,Georgia
Greene,Georgia
Gwinnett,Georgia
Habersham,Georgia
Hall,Georgia
Haralson,Georgia
Harris,Georgia
Hart,Georgia
Heard,Georgia
Henry,Georgia
Houston,Georgia
Irwin,Georgia
Jackson,Georgia
Jasper,Georgia
Jenkins,Georgia
Jones,Georgia
Lamar,Georgia
Laurens,Georgia
Lee,Georgia
Liberty,Georgia
Lincoln,Georgia
Long,Georgia
Lowndes,Georgia
Lumpkin,Georgia
Macon,Georgia
Madison,Georgia
McDuffie,Georgia
Meriwether,Georgia
Miller,Georgia
Mitchell,Georgia
Monroe,Georgia
Morgan,Georgia
Murray,Georgia
Muscogee,Georgia
Newton,Georgia
Oconee,Georgia
Paulding,Georgia
Peach,Georgia
Pickens,Georgia
Pierce,Georgia
Pike,Georgia
Polk,Georgia
Pulaski,Georgia
Randolph,Georgia
Richmond,Georgia
Rockdale,Georgia
Seminole,Georgia
Spalding,Georgia
Stephens,Georgia
Sumter,Georgia
Tattnall,Georgia
Taylor,Georgia
Terrell,Georgia
Thomas,Georgia
Tift,Georgia
Toombs,Georgia
Troup,Georgia
Turner,Georgia
Twiggs,Georgia
Unknown,Georgia
Upson,Georgia
Walton,Georgia
Ware,Georgia
Washington,Georgia
Wheeler,Georgia
White,Georgia
Whitfield,Georgia
Wilkes,Georgia
Worth,Georgia
Unknown,Guam
Hawaii,Hawaii
Honolulu,Hawaii
Kauai,Hawaii
Maui,Hawaii
Unknown,Hawaii
Ada,Idaho
Bannock,Idaho
Bingham,Idaho
Blaine,Idaho
Bonneville,Idaho
Canyon,Idaho
Cassia,Idaho
Custer,Idaho
Fremont,Idaho
Gem,Idaho
Idaho,Idaho
Jefferson,Idaho
Kootenai,Idaho
Lincoln,Idaho
Madison,Idaho
Nez Perce,Idaho
Payette,Idaho
Teton,Idaho
Twin Falls,Idaho
Valley,Idaho
Adams,Illinois
Bureau,Illinois
Carroll,Illinois
Champaign,Illinois
Christian,Illinois
Clinton,Illinois
Cook,Illinois
Cumberland,Illinois
DeKalb,Illinois
Douglas,Illinois
DuPage,Illinois
Fayette,Illinois
Franklin,Illinois
Grundy,Illinois
Henry,Illinois
Iroquois,Illinois
Jackson,Illinois
Jo Daviess,Illinois
Kane,Illinois
Kankakee,Illinois
Kendall,Illinois
LaSalle,Illinois
Lake,Illinois
Livingston,Illinois
Macon,Illinois
Madison,Illinois
Marshall,Illinois
McHenry,Illinois
McLean,Illinois
Monroe,Illinois
Morgan,Illinois
Peoria,Illinois
Rock Island,Illinois
Sangamon,Illinois
St. Clair,Illinois
Stephenson,Illinois
Tazewell,Illinois
Unknown,Illinois
Washington,Illinois
Whiteside,Illinois
Will,Illinois
Williamson,Illinois
Winnebago,Illinois
Woodford,Illinois
Adams,Indiana
Allen,Indiana
Bartholomew,Indiana
Boone,Indiana
Brown,Indiana
Carroll,Indiana
Clark,Indiana
Clinton,Indiana
Crawford,Indiana
DeKalb,Indiana
Dearborn,Indiana
Decatur,Indiana
Delaware,Indiana
Dubois,Indiana
Elkhart,Indiana
Fayette,Indiana
Floyd,Indiana
Fountain,Indiana
Franklin,Indiana
Fulton,Indiana
Gibson,Indiana
Grant,Indiana
Hamilton,Indiana
Hancock,Indiana
Harrison,Indiana
Hendricks,Indiana
Henry,Indiana
Howard,Indiana
Huntington,Indiana
Jackson,Indiana
Jasper,Indiana
Jennings,Indiana
Johnson,Indiana
Kosciusko,Indiana
LaGrange,Indiana
LaPorte,Indiana
Lake,Indiana
Lawrence,Indiana
Madison,Indiana
Marion,Indiana
Marshall,Indiana
Miami,Indiana
Monroe,Indiana
Montgomery,Indiana
Morgan,Indiana
Newton,Indiana
Noble,Indiana
Ohio,Indiana
Orange,Indiana
Owen,Indiana
Porter,Indiana
Posey,Indiana
Putnam,Indiana
Randolph,Indiana
Ripley,Indiana
Rush,Indiana
Scott,Indiana
Shelby,Indiana
St. Joseph,Indiana
Starke,Indiana
Sullivan,Indiana
Switzerland,Indiana
Tippecanoe,Indiana
Tipton,Indiana
Vanderburgh,Indiana
Vermillion,Indiana
Vigo,Indiana
Wabash,Indiana
Warren,Indiana
Warrick,Indiana
Washington,Indiana
Wayne,Indiana
Wells,Indiana
White,Indiana
Whitley,Indiana
Adair,Iowa
Allamakee,Iowa
Appanoose,Iowa
Benton,Iowa
Black Hawk,Iowa
Boone,Iowa
Buchanan,Iowa
Butler,Iowa
Carroll,Iowa
Cedar,Iowa
Cerro Gordo,Iowa
Clayton,Iowa
Clinton,Iowa
Dallas,Iowa
Des Moines,Iowa
Dickinson,Iowa
Dubuque,Iowa
Fayette,Iowa
Hancock,Iowa
Hardin,Iowa
Harrison,Iowa
Henry,Iowa
Iowa,Iowa
Jasper,Iowa
Johnson,Iowa
Keokuk,Iowa
Kossuth,Iowa
Linn,Iowa
Mahaska,Iowa
Marshall,Iowa
Monona,Iowa
Montgomery,Iowa
Muscatine,Iowa
Page,Iowa
Polk,Iowa
Pottawattamie,Iowa
Poweshiek,Iowa
Scott,Iowa
Shelby,Iowa
Sioux,Iowa
Story,Iowa
Tama,Iowa
Taylor,Iowa
Wapello,Iowa
Warren,Iowa
Washington,Iowa
Webster,Iowa
Winneshiek,Iowa
Woodbury,Iowa
Wright,Iowa
Bourbon,Kansas
Butler,Kansas
Cherokee,Kansas
Clay,Kansas
Coffey,Kansas
Crawford,Kansas
Doniphan,Kansas
Douglas,Kansas
Ford,Kansas
Franklin,Kansas
Gove,Kansas
Harvey,Kansas
Jackson,Kansas
Jefferson,Kansas
Johnson,Kansas
Leavenworth,Kansas
Linn,Kansas
Lyon,Kansas
McPherson,Kansas
Miami,Kansas
Mitchell,Kansas
Morris,Kansas
Neosho,Kansas
Osage,Kansas
Ottawa,Kansas
Pottawatomie,Kansas
Reno,Kansas
Riley,Kansas
Sedgwick,Kansas
Shawnee,Kansas
Sumner,Kansas
Woodson,Kansas
Wyandotte,Kansas
Allen,Kentucky
Anderson,Kentucky
Boone,Kentucky
Bourbon,Kentucky
Boyle,Kentucky
Bracken,Kentucky
Breathitt,Kentucky
Breckinridge,Kentucky
Bullitt,Kentucky
Butler,Kentucky
Calloway,Kentucky
Campbell,Kentucky
Carroll,Kentucky
Christian,Kentucky
Clark,Kentucky
Daviess,Kentucky
Fayette,Kentucky
Floyd,Kentucky
Franklin,Kentucky
Grant,Kentucky
Grayson,Kentucky
Hardin,Kentucky
Harrison,Kentucky
Henderson,Kentucky
Hopkins,Kentucky
Jefferson,Kentucky
Jessamine,Kentucky
Kenton,Kentucky
Larue,Kentucky
Laurel,Kentucky
Logan,Kentucky
Lyon,Kentucky
Madison,Kentucky
Martin,Kentucky
Mason,Kentucky
McCracken,Kentucky
McCreary,Kentucky
Menifee,Kentucky
Mercer,Kentucky
Montgomery,Kentucky
Muhlenberg,Kentucky
Nelson,Kentucky
Nicholas,Kentucky
Oldham,Kentucky
Pulaski,Kentucky
Scott,Kentucky
Shelby,Kentucky
Simpson,Kentucky
Spencer,Kentucky
Union,Kentucky
Unknown,Kentucky
Warren,Kentucky
Washington,Kentucky
Wayne,Kentucky
Webster,Kentucky
Woodford,Kentucky
Acadia,Louisiana
Allen,Louisiana
Ascension,Louisiana
Assumption,Louisiana
Avoyelles,Louisiana
Beauregard,Louisiana
Bienville,Louisiana
Bossier,Louisiana
Caddo,Louisiana
Calcasieu,Louisiana
Catahoula,Louisiana
Claiborne,Louisiana
De Soto,Louisiana
East Baton Rouge,Louisiana
East Carroll,Louisiana
East Feliciana,Louisiana
Evangeline,Louisiana
Franklin,Louisiana
Grant,Louisiana
Iberia,Louisiana
Iberville,Louisiana
Jackson,Louisiana
Jefferson,Louisiana
Jefferson Davis,Louisiana
LaSalle,Louisiana
Lafayette,Louisiana
Lafourche,Louisiana
Lincoln,Louisiana
Livingston,Louisiana
Madison,Louisiana
Morehouse,Louisiana
Natchitoches,Louisiana
Orleans,Louisiana
Ouachita,Louisiana
Plaquemines,Louisiana
Pointe Coupee,Louisiana
Rapides,Louisiana
Richland,Louisiana
St. Bernard,Louisiana
St. Charles,Louisiana
St. James,Louisiana
St. John the Baptist,Louisiana
St. Landry,Louisiana
St. Martin,Louisiana
St. Mary,Louisiana
St. Tammany,Louisiana
Tangipahoa,Louisiana
Terrebonne,Louisiana
Union,Louisiana
Unknown,Louisiana
Vermilion,Louisiana
Vernon,Louisiana
Washington,Louisiana
Webster,Louisiana
West Baton Rouge,Louisiana
West Feliciana,Louisiana
Winn,Louisiana
Androscoggin,Maine
Cumberland,Maine
Franklin,Maine
Kennebec,Maine
Knox,Maine
Lincoln,Maine
Oxford,Maine
Penobscot,Maine
Sagadahoc,Maine
Unknown,Maine
Waldo,Maine
York,Maine
Anne Arundel,Maryland
Baltimore,Maryland
Baltimore city,Maryland
Calvert,Maryland
Caroline,Maryland
Carroll,Maryland
Cecil,Maryland
Charles,Maryland
Frederick,Maryland
Garrett,Maryland
Harford,Maryland
Howard,Maryland
Kent,Maryland
Montgomery,Maryland
Prince George's,Maryland
Queen Anne's,Maryland
Somerset,Maryland
St. Mary's,Maryland
Talbot,Maryland
Washington,Maryland
Wicomico,Maryland
Worcester,Maryland
Barnstable,Massachusetts
Berkshire,Massachusetts
Bristol,Massachusetts
Dukes,Massachusetts
Essex,Massachusetts
Franklin,Massachusetts
Hampden,Massachusetts
Hampshire,Massachusetts
Middlesex,Massachusetts
Nantucket,Massachusetts
Norfolk,Massachusetts
Plymouth,Massachusetts
Suffolk,Massachusetts
Unknown,Massachusetts
Worcester,Massachusetts
Allegan,Michigan
Barry,Michigan
Bay,Michigan
Berrien,Michigan
Calhoun,Michigan
Cass,Michigan
Charlevoix,Michigan
Chippewa,Michigan
Clare,Michigan
Clinton,Michigan
Crawford,Michigan
Dickinson,Michigan
Eaton,Michigan
Emmet,Michigan
Genesee,Michigan
Gladwin,Michigan
Gogebic,Michigan
Grand Traverse,Michigan
Gratiot,Michigan
Hillsdale,Michigan
Huron,Michigan
Ingham,Michigan
Ionia,Michigan
Iosco,Michigan
Isabella,Michigan
Jackson,Michigan
Kalamazoo,Michigan
Kalkaska,Michigan
Kent,Michigan
Lapeer,Michigan
Leelanau,Michigan
Lenawee,Michigan
Livingston,Michigan
Macomb,Michigan
Manistee,Michigan
Marquette,Michigan
Mecosta,Michigan
Midland,Michigan
Missaukee,Michigan
Monroe,Michigan
Montcalm,Michigan
Muskegon,Michigan
Newaygo,Michigan
Oakland,Michigan
Oceana,Michigan
Ogemaw,Michigan
Osceola,Michigan
Otsego,Michigan
Ottawa,Michigan
Roscommon,Michigan
Saginaw,Michigan
Sanilac,Michigan
Shiawassee,Michigan
St. Clair,Michigan
Tuscola,Michigan
Unknown,Michigan
Van Buren,Michigan
Washtenaw,Michigan
Wayne,Michigan
Wexford,Michigan
Anoka,Minnesota
Beltrami,Minnesota
Benton,Minnesota
Big Stone,Minnesota
Blue Earth,Minnesota
Carver,Minnesota
Cass,Minnesota
Chisago,Minnesota
Clay,Minnesota
Clearwater,Minnesota
Dakota,Minnesota
Dodge,Minnesota
Faribault,Minnesota
Fillmore,Minnesota
Goodhue,Minnesota
Hennepin,Minnesota
Jackson,Minnesota
Kandiyohi,Minnesota
Lac qui Parle,Minnesota
Le Sueur,Minnesota
Lincoln,Minnesota
Lyon,Minnesota
Mahnomen,Minnesota
Martin,Minnesota
Mower,Minnesota
Nicollet,Minnesota
Olmsted,Minnesota
Ramsey,Minnesota
Renville,Minnesota
Rice,Minnesota
Scott,Minnesota
Sherburne,Minnesota
Sibley,Minnesota
St. Louis,Minnesota
Stearns,Minnesota
Steele,Minnesota
Unknown,Minnesota
Wabasha,Minnesota
Waseca,Minnesota
Washington,Minnesota
Wilkin,Minnesota
Winona,Minnesota
Wright,Minnesota
Adams,Mississippi
Amite,Mississippi
Attala,Mississippi
Benton,Mississippi
Bolivar,Mississippi
